coords,sentiment
17.560419/120.489349,-2
11.33877/124.552177,1
11.13913/123.10968,1
11.31701/125.249237,-2
11.31701/125.249237,-2
10.67618/122.276367,0
11.33877/124.552177,-1
11.31701/125.249237,-2
12.62532/122.284721,0
11.33877/124.552177,2
11.47454/124.518044,0
11.31701/125.249237,-2
9.96/125.61573,2
11.47454/124.518044,2
12.27187/123.733131,2
11.31701/125.249237,-2
14.19707/121.2938,-2
14.19707/121.2938,-2
11.31701/125.249237,0
11.31701/125.249237,-2
11.31701/125.249237,-2
10.62794/124.444077,0
10.62223/125.149437,-1
11.33877/124.552177,-1
11.33877/124.552177,2
11.33877/124.552177,2
11.33877/124.552177,0
11.13913/123.10968,0
11.33877/124.552177,1
11.33877/124.552177,-1
11.38738/123.036667,-1
10.62794/124.444077,0
11.33877/124.552177,1
11.13913/123.10968,-2
11.33877/124.552177,0
10.84919/122.650482,-1
11.21162/122.966721,0
11.13913/123.10968,0
11.33877/124.552177,2
11.33877/124.552177,1
11.33877/124.552177,1
12.22356/125.217041,0
11.33877/124.552177,2
11.33877/124.552177,2
11.24989/122.579987,0
11.13913/123.10968,0
11.21162/122.966721,-1
11.33877/124.552177,1
11.33877/124.552177,-2
10.62223/125.149437,-2
11.33877/124.552177,2
11.21162/122.966721,2
11.49771/123.120338,-1
11.33877/124.552177,2
11.33877/124.552177,1
18.37447/122.117477,-2
11.33877/124.552177,-1
11.33877/124.552177,2
11.13913/123.10968,0
11.13913/123.10968,1
8.51249/124.411812,0
11.33877/124.552177,2
11.13913/123.10968,1
11.33877/124.552177,-1
11.24989/122.579987,-1
11.24989/122.579987,-1
10.62223/125.149437,0
11.51976/122.145157,0
10.62223/125.149437,2
10.62223/125.149437,2
11.38738/123.036667,-1
14.19095/122.935539,-2
10.62794/124.444077,0
11.33877/124.552177,0
11.33877/124.552177,2
10.62223/125.149437,1
10.84919/122.650482,0
10.99136/122.851578,1
10.99136/122.851578,1
10.99136/122.851578,-1
14.19707/121.2938,-2
10.35489/124.894531,-1
10.99136/122.851578,-1
14.19707/121.2938,2
10.52387/125.052963,-1
10.84919/122.650482,0
10.84919/122.650482,-2
11.33877/124.552177,2
12.22356/125.217041,0
10.62794/124.444077,0
11.13913/123.10968,0
11.33877/124.552177,2
10.84919/122.650482,-2
11.33877/124.552177,-1
10.84919/122.650482,0
11.21162/122.966721,0
10.84919/122.650482,-2
11.33877/124.552177,2
11.33877/124.552177,2
10.1964/123.140312,2
10.86586/124.501259,1
10.84919/122.650482,-2
10.84919/122.650482,-2
10.84919/122.650482,-2
10.84919/122.650482,-1
10.84919/122.650482,0
8.18695/124.06572,2
11.33877/124.552177,1
12.65942/124.040123,1
10.52387/125.052963,-1
11.21162/122.966721,1
12.65942/124.040123,1
11.33877/124.552177,2
14.69707/121.576851,2
11.33877/124.552177,2
11.21162/122.966721,2
10.84919/122.650482,1
10.84919/122.650482,-1
11.33877/124.552177,2
11.33877/124.552177,2
14.19707/121.2938,-2
11.33877/124.552177,2
11.33877/124.552177,2
11.47454/124.518044,0
14.19707/121.2938,-2
14.19707/121.2938,-2
11.33877/124.552177,2
11.33877/124.552177,2
14.19707/121.2938,2
11.33877/124.552177,-2
10.62223/125.149437,2
14.19095/122.935539,2
10.62223/125.149437,-1
10.35489/124.894531,-2
11.33877/124.552177,1
11.33877/124.552177,1
11.08107/125.030884,-2
10.35489/124.894531,2
10.62223/125.149437,2
10.62223/125.149437,2
10.84919/122.650482,2
11.33877/124.552177,1
10.62794/124.444077,0
11.33877/124.552177,2
11.33877/124.552177,-1
10.84919/122.650482,0
10.62794/124.444077,0
11.33877/124.552177,2
10.84919/122.650482,0
11.33877/124.552177,0
11.33877/124.552177,2
10.62223/125.149437,2
11.21162/122.966721,2
11.21162/122.966721,-1
10.62794/124.444077,2
11.33877/124.552177,-1
10.90374/125.019707,2
10.35489/124.894531,-2
10.62223/125.149437,2
11.33877/124.552177,0
10.35489/124.894531,-1
10.35489/124.894531,-1
10.62223/125.149437,1
11.33877/124.552177,2
10.62223/125.149437,2
11.21162/122.966721,1
10.84919/122.650482,0
11.21162/122.966721,-2
11.33877/124.552177,-1
11.477714/122.890266,-1
11.33877/124.552177,1
11.33877/124.552177,-2
11.21162/122.966721,2
10.62223/125.149437,-2
11.33877/124.552177,2
11.33877/124.552177,2
14.19707/121.2938,-2
11.33877/124.552177,2
10.62223/125.149437,1
10.62223/125.149437,1
10.62223/125.149437,2
11.33877/124.552177,2
11.33877/124.552177,-2
11.33877/124.552177,-2
10.78819/125.005142,-1
10.52387/125.052963,0
14.19707/121.2938,-2
17.560419/120.489349,-1
11.33877/124.552177,2
14.19707/121.2938,-2
11.33877/124.552177,2
10.77604/125.957024,0
10.52387/125.052963,0
11.33877/124.552177,0
11.33877/124.552177,1
11.08107/125.030884,-2
14.19707/121.2938,-2
11.33877/124.552177,-1
11.33877/124.552177,2
11.33877/124.552177,1
11.33877/124.552177,-2
14.19707/121.2938,-2
10.84919/122.650482,-2
10.77604/125.957024,-2
14.19707/121.2938,-2
10.62223/125.149437,0
14.19707/121.2938,-2
11.47454/124.518044,0
14.19707/121.2938,-2
11.33877/124.552177,0
10.90374/125.019707,0
11.33877/124.552177,1
10.62223/125.149437,2
11.33877/124.552177,2
11.02292/119.291801,-2
11.47454/124.518044,0
11.08107/125.030884,0
10.62223/125.149437,0
10.62223/125.149437,2
7.75474/122.803413,-2
11.33877/124.552177,-1
10.62223/125.149437,0
11.33877/124.552177,2
11.33877/124.552177,-1
10.86586/124.501259,0
11.33877/124.552177,1
11.33877/124.552177,-1
11.33877/124.552177,0
11.33877/124.552177,-1
10.86586/124.501259,-1
11.33877/124.552177,-1
11.33877/124.552177,-2
11.69361/124.831947,-1
11.33877/124.552177,2
11.133198/124.024963,1
11.33877/124.552177,1
11.08107/125.030884,0
11.33877/124.552177,1
11.33877/124.552177,1
11.33877/124.552177,1
11.33877/124.552177,2
11.33877/124.552177,2
11.08107/125.030884,-2
11.08107/125.030884,-2
10.52387/125.052963,0
11.33877/124.552177,0
11.33877/124.552177,2
11.33877/124.552177,1
11.33877/124.552177,2
11.33877/124.552177,1
10.62223/125.149437,2
11.33877/124.552177,2
10.62223/125.149437,2
11.1346/125.013977,2
7.66159/122.984718,2
11.33877/124.552177,2
11.33877/124.552177,2
11.33877/124.552177,1
10.52387/125.052963,-1
10.62223/125.149437,2
10.62223/125.149437,2
11.33877/124.552177,2
10.52387/125.052963,-2
11.08107/125.030884,-2
11.33877/124.552177,2
11.33877/124.552177,1
11.33877/124.552177,0
11.33877/124.552177,2
11.33877/124.552177,2
11.33877/124.552177,0
11.33877/124.552177,-1
11.33877/124.552177,1
11.33877/124.552177,-1
11.33877/124.552177,0
14.69707/121.576851,-2
10.86586/124.501259,0
10.62223/125.149437,0
11.33877/124.552177,0
12.46725/124.406509,1
10.62223/125.149437,2
10.62223/125.149437,-1
14.19707/121.2938,-2
10.52387/125.052963,2
14.19707/121.2938,-2
11.33877/124.552177,1
11.33877/124.552177,1
11.33877/124.552177,2
10.62223/125.149437,-2
11.47454/124.518044,0
11.33877/124.552177,2
11.33877/124.552177,1
11.33877/124.552177,0
11.33877/124.552177,1
11.33877/124.552177,-2
12.27187/123.733131,-1
11.33877/124.552177,2
14.19707/121.2938,-2
10.62223/125.149437,2
11.33877/124.552177,1
12.19128/123.900108,0
14.19707/121.2938,-1
12.09032/125.47921,2
14.19707/121.2938,-2
11.33877/124.552177,-1
13.07567/124.134247,-2
10.62223/125.149437,2
11.33877/124.552177,1
11.47454/124.518044,0
12.99639/124.151367,-1
10.62223/125.149437,1
11.69361/124.831947,2
11.69361/124.831947,-2
14.19707/121.2938,-2
14.19707/121.2938,-2
11.33877/124.552177,2
14.19707/121.2938,-2
10.62223/125.149437,2
14.19707/121.2938,-2
11.33877/124.552177,-2
11.33877/124.552177,1
11.33877/124.552177,-2
11.33877/124.552177,2
10.62223/125.149437,2
9.96/125.61573,2
11.47454/124.518044,2
12.19128/123.900108,2
14.19707/121.2938,-2
11.33877/124.552177,1
17.560419/120.489349,-1
14.93031/121.080147,2
14.19707/121.2938,-2
10.35489/124.894531,2
11.33877/124.552177,1
11.33877/124.552177,1
10.77604/125.957024,-2
10.77604/125.957024,-2
11.33877/124.552177,-2
11.477714/122.890266,1
10.62794/124.444077,-2
5.97611/121.586113,-2
11.33877/124.552177,2
11.33877/124.552177,1
11.33877/124.552177,1
14.19707/121.2938,-1
11.33877/124.552177,1
11.33877/124.552177,1
10.62223/125.149437,1
9.5981/124.24334,2
11.33877/124.552177,-1
11.33877/124.552177,-1
11.33877/124.552177,1
10.62223/125.149437,0
10.62223/125.149437,2
10.62794/124.444077,-1
10.62794/124.444077,-1
11.33877/124.552177,-1
14.19707/121.2938,-2
11.33877/124.552177,2
10.62223/125.149437,2
11.69361/124.831947,-1
14.635671/120.989517,-1
11.33877/124.552177,1
11.33877/124.552177,1
11.33877/124.552177,1
11.69361/124.831947,1
11.33877/124.552177,2
11.69361/124.831947,0
8.21537/123.549568,0
11.33877/124.552177,0
11.47454/124.518044,0
11.33877/124.552177,0
11.33877/124.552177,2
11.08107/125.030884,-1
17.560419/120.489349,-1
11.08107/125.030884,0
10.84919/122.650482,2
11.33877/124.552177,1
10.62223/125.149437,-1
11.33877/124.552177,2
10.62223/125.149437,2
14.19707/121.2938,-2
14.19707/121.2938,-2
11.33877/124.552177,2
11.09056/123.649437,0
12.19128/123.900108,0
14.19707/121.2938,-2
13.95248/122.418083,-1
10.62223/125.149437,-1
11.33877/124.552177,2
11.33877/124.552177,2
10.62223/125.149437,-2
10.62223/125.149437,2
10.62223/125.149437,2
10.62223/125.149437,2
10.35489/124.894531,2
10.62223/125.149437,-1
11.33877/124.552177,1
11.33877/124.552177,1
10.62794/124.444077,-1
11.33877/124.552177,1
11.33877/124.552177,1
10.62223/125.149437,2
11.33877/124.552177,2
11.33877/124.552177,1
10.62223/125.149437,2
10.62223/125.149437,2
11.33877/124.552177,-1
11.33877/124.552177,2
11.33877/124.552177,2
10.62223/125.149437,2
10.62223/125.149437,2
11.33877/124.552177,2
11.33877/124.552177,2
10.62223/125.149437,2
10.62223/125.149437,2
11.33877/124.552177,1
10.62223/125.149437,2
11.33877/124.552177,2
10.62223/125.149437,2
11.33877/124.552177,2
11.33877/124.552177,-1
11.33877/124.552177,2
10.62223/125.149437,2
10.62223/125.149437,2
10.62223/125.149437,2
11.33877/124.552177,-1
11.33877/124.552177,2
10.62223/125.149437,2
11.33877/124.552177,2
11.33877/124.552177,2
11.33877/124.552177,2
10.62223/125.149437,2
11.33877/124.552177,-1
11.33877/124.552177,1
11.33877/124.552177,1
11.33877/124.552177,1
11.33877/124.552177,2
11.33877/124.552177,2
11.33877/124.552177,1
11.33877/124.552177,1
11.33877/124.552177,1
11.33877/124.552177,1
11.33877/124.552177,2
11.33877/124.552177,1
11.33877/124.552177,-2
14.69707/121.576851,2
11.33877/124.552177,1
11.33877/124.552177,1
11.33877/124.552177,1
11.33877/124.552177,1
11.33877/124.552177,1
11.33877/124.552177,1
11.33877/124.552177,1
11.33877/124.552177,1
11.33877/124.552177,1
11.33877/124.552177,2
11.33877/124.552177,2
11.33877/124.552177,-1
11.69361/124.831947,-1
11.33877/124.552177,0
11.33877/124.552177,2
7.34833/122.919899,2
11.33877/124.552177,1
10.62223/125.149437,-2
11.69361/124.831947,1
11.33877/124.552177,1
11.33877/124.552177,2
10.62223/125.149437,-1
10.62223/125.149437,2
10.62223/125.149437,2
11.33877/124.552177,2
11.33877/124.552177,1
11.33877/124.552177,1
11.33877/124.552177,1
11.33877/124.552177,1
11.33877/124.552177,2
11.33877/124.552177,1
11.33877/124.552177,1
11.33877/124.552177,1
11.33877/124.552177,1
11.33877/124.552177,1
11.33877/124.552177,1
11.33877/124.552177,1
11.33877/124.552177,1
11.33877/124.552177,1
11.33877/124.552177,1
11.33877/124.552177,1
11.33877/124.552177,2
11.33877/124.552177,1
11.33877/124.552177,1
11.33877/124.552177,1
11.33877/124.552177,1
11.33877/124.552177,1
11.33877/124.552177,1
11.33877/124.552177,1
11.33877/124.552177,1
10.62223/125.149437,2
11.33877/124.552177,1
11.33877/124.552177,2
11.33877/124.552177,2
11.33877/124.552177,1
11.33877/124.552177,2
11.33877/124.552177,2
13.95578/122.022133,2
11.33877/124.552177,1
11.33877/124.552177,2
10.62223/125.149437,2
11.33877/124.552177,2
10.62223/125.149437,2
11.33877/124.552177,1
11.33877/124.552177,2
11.33877/124.552177,1
11.33877/124.552177,-1
11.33877/124.552177,2
11.33877/124.552177,2
10.62223/125.149437,2
10.62794/124.444077,0
11.33877/124.552177,1
11.33877/124.552177,1
10.9444/122.484444,-2
10.62223/125.149437,1
11.33877/124.552177,1
10.62223/125.149437,1
11.33877/124.552177,1
11.33877/124.552177,1
10.62223/125.149437,1
11.33877/124.552177,1
11.33877/124.552177,1
11.33877/124.552177,1
11.33877/124.552177,1
11.33877/124.552177,1
11.33877/124.552177,1
11.33877/124.552177,1
11.33877/124.552177,2
11.33877/124.552177,1
11.33877/124.552177,1
11.33877/124.552177,1
11.33877/124.552177,1
11.33877/124.552177,2
10.62223/125.149437,1
11.33877/124.552177,2
11.33877/124.552177,1
11.33877/124.552177,-1
10.62223/125.149437,2
11.33877/124.552177,2
11.33877/124.552177,1
11.33877/124.552177,-2
11.33877/124.552177,-1
11.33877/124.552177,-2
11.33877/124.552177,-2
10.62223/125.149437,-2
11.33877/124.552177,1
11.33877/124.552177,1
11.33877/124.552177,-1
11.33877/124.552177,1
10.62794/124.444077,-1
11.33877/124.552177,-2
11.33877/124.552177,2
9.5981/124.24334,1
9.96/125.61573,0
11.33877/124.552177,1
11.33877/124.552177,2
10.62223/125.149437,1
11.33877/124.552177,1
10.62794/124.444077,-1
10.62794/124.444077,0
10.62794/124.444077,0
11.33877/124.552177,-2
11.33877/124.552177,-1
11.33877/124.552177,2
10.62223/125.149437,1
9.5981/124.24334,2
11.9945/125.207626,0
10.62223/125.149437,0
11.69361/124.831947,-1
12.19128/123.900108,0
11.33877/124.552177,-1
10.62794/124.444077,0
11.33877/124.552177,0
10.62794/124.444077,-1
11.33877/124.552177,2
10.62794/124.444077,0
17.560419/120.489349,-1
11.47454/124.518044,-2
11.33877/124.552177,1
10.62794/124.444077,-1
10.62794/124.444077,1
18.004311/120.772751,-1
10.62794/124.444077,2
11.33877/124.552177,-1
9.96/125.61573,-2
11.69361/124.831947,2
11.33877/124.552177,0
11.47454/124.518044,1
10.62794/124.444077,0
11.33877/124.552177,1
11.33877/124.552177,2
11.33877/124.552177,-1
11.33877/124.552177,1
11.33877/124.552177,1
11.33877/124.552177,2
10.62794/124.444077,0
10.62794/124.444077,0
10.62794/124.444077,0
11.33877/124.552177,0
10.62794/124.444077,-2
11.12167/125.335831,-1
11.12167/125.335831,-1
10.62794/124.444077,-2
10.62794/124.444077,-2
14.061156/122.067551,0
11.12167/125.335831,1
11.47454/124.518044,-1
11.33877/124.552177,-2
7.84752/126.190407,-2
11.33877/124.552177,2
11.33877/124.552177,1
12.62532/122.284721,-1
10.62794/124.444077,2
11.47454/124.518044,-2
11.33877/124.552177,-2
10.62794/124.444077,-2
10.62794/124.444077,-2
10.8926/123.960152,-2
10.62794/124.444077,-2
10.62794/124.444077,-2
10.8926/123.960152,-2
17.560419/120.489349,-1
11.33877/124.552177,-2
11.12167/125.335831,0
11.33877/124.552177,0
10.62794/124.444077,2
10.77604/125.957024,1
11.69361/124.831947,-1
10.77604/125.957024,-2
10.77604/125.957024,1
11.33877/124.552177,0
10.62794/124.444077,-2
10.62794/124.444077,-2
10.62794/124.444077,-2
10.62794/124.444077,-2
11.33877/124.552177,1
17.560419/120.489349,-1
10.77604/125.957024,1
11.33877/124.552177,1
10.35489/124.894531,1
11.69361/124.831947,-2
11.11/125.439079,-1
12.65942/124.040123,1
11.33877/124.552177,2
11.33877/124.552177,1
17.560419/120.489349,-1
10.62794/124.444077,-1
11.11/125.439079,-1
9.5981/124.24334,-2
11.47454/124.518044,-2
11.11/125.439079,-1
11.33877/124.552177,-2
10.77604/125.957024,1
10.77604/125.957024,1
11.33877/124.552177,1
10.77604/125.957024,1
10.9444/122.484444,-2
11.33877/124.552177,-1
11.33877/124.552177,-1
11.69361/124.831947,-2
13.07567/124.134247,-2
10.9444/122.484444,-2
10.9444/122.484444,-2
10.9444/122.484444,-2
10.77604/125.957024,1
17.529699/121.841339,0
10.77604/125.957024,-1
17.560419/120.489349,-1
10.77604/125.957024,1
10.77604/125.957024,1
11.33877/124.552177,0
11.69361/124.831947,-1
11.69361/124.831947,-2
11.69361/124.831947,-2
10.77604/125.957024,-1
10.77604/125.957024,1
10.62794/124.444077,-2
11.47454/124.518044,-2
11.33877/124.552177,-2
10.62794/124.444077,0
10.77604/125.957024,1
11.33877/124.552177,-2
11.33877/124.552177,-2
10.77604/125.957024,0
12.5589/124.960617,0
9.96/125.61573,0
12.27187/123.733131,-1
11.133198/124.024963,-1
11.133198/124.024963,1
11.133198/124.024963,-1
11.33877/124.552177,2
11.69361/124.831947,-1
11.69361/124.831947,-1
11.69361/124.831947,2
10.77604/125.957024,-2
10.77604/125.957024,-1
11.69361/124.831947,0
10.77604/125.957024,-1
10.77604/125.957024,-1
10.77604/125.957024,-1
10.62794/124.444077,-1
10.77604/125.957024,0
11.69361/124.831947,1
10.77604/125.957024,-1
11.69361/124.831947,-2
11.33877/124.552177,1
17.529699/121.841339,-2
10.77604/125.957024,0
11.69361/124.831947,-1
11.69361/124.831947,-1
11.33877/124.552177,-2
7.44716/126.557716,-2
11.69361/124.831947,-1
11.33877/124.552177,2
11.69361/124.831947,-1
11.69361/124.831947,-1
11.69361/124.831947,-1
11.69361/124.831947,-1
17.560419/120.489349,-1
10.77604/125.957024,0
11.69361/124.831947,-2
11.69361/124.831947,-1
9.96/125.61573,2
11.47454/124.518044,2
9.96/125.61573,0
11.33877/124.552177,0
11.69361/124.831947,-1
11.69361/124.831947,-1
9.96/125.61573,-1
9.96/125.61573,0
9.96/125.61573,-1
11.69361/124.831947,-2
10.77604/125.957024,1
9.96/125.61573,-1
9.96/125.61573,-1
9.96/125.61573,0
11.47454/124.518044,0
9.96/125.61573,0
10.77604/125.957024,0
7.44716/126.557716,0
10.77604/125.957024,-1
11.69361/124.831947,-2
10.77604/125.957024,-2
10.77604/125.957024,-2
17.560419/120.489349,-1
10.77604/125.957024,-2
11.47454/124.518044,-1
17.560419/120.489349,-1
11.69361/124.831947,-2
7.44716/126.557716,-2
9.96/125.61573,-2
11.33877/124.552177,1
11.33877/124.552177,-2
9.96/125.61573,-1
7.82261/126.422684,-2
17.560419/120.489349,-1
11.69361/124.831947,-2
9.96/125.61573,-1
10.77604/125.957024,0
7.82261/126.422684,0
9.96/125.61573,-2
10.77604/125.957024,0
7.82261/126.422684,-2
11.69361/124.831947,0
10.77604/125.957024,-2
10.77604/125.957024,0
10.77604/125.957024,-2
17.560419/120.489349,-1
10.77604/125.957024,0
11.69361/124.831947,0
10.77604/125.957024,-2
10.77604/125.957024,-2
9.96/125.61573,-2
9.96/125.61573,-2
11.69361/124.831947,-2
9.96/125.61573,1
10.77604/125.957024,0
11.69361/124.831947,0
10.77604/125.957024,0
14.18829/121.984032,-2
11.69361/124.831947,-2
9.96/125.61573,-2
11.69361/124.831947,0
10.77604/125.957024,-2
11.69361/124.831947,-2
9.96/125.61573,0
11.69361/124.831947,0
10.77604/125.957024,0
9.96/125.61573,0
9.96/125.61573,-2
11.69361/124.831947,-2
11.69361/124.831947,-2
9.96/125.61573,0
11.69361/124.831947,-2
11.69361/124.831947,-2
9.96/125.61573,0
11.69361/124.831947,-2
11.69361/124.831947,-1
11.69361/124.831947,0
9.96/125.61573,1
9.96/125.61573,0
10.77604/125.957024,-2
10.77604/125.957024,-2
10.77604/125.957024,-1
10.77604/125.957024,-2
9.96/125.61573,-2
11.02292/119.291801,1
11.1967115/122.6281618,-1
15.1556712/120.4238417,2
10.5470262/124.7434968,1
10.5470262/124.7434968,-1
17.9639786/121.6003984,0
14.5620847/121.1413017,2
14.3532317/120.8840735,1
10.6789404/122.4979499,0
11.4899105/122.6771784,0
10.2594754/123.7647381,0
9.4212592/121.2824953,2
14.5893763/120.989705,2
11.0175311/124.9024417,1
10.1103384/124.7521175,2
11.478175/122.83378,1
11.4899105/122.6771784,0
10.6789404/122.4979499,0
10.1103384/124.7521175,2
10.5470262/124.7434968,2
11.0175311/124.9024417,0
14.5893763/120.989705,2
51.436221/0.0335507,1
10.701468507519097/122.54368490777557,2
10.4606567/124.7208065,-1
10.2594754/123.7647381,2
10.2594754/123.7647381,2
10.9533981/124.4758848,1
14.3576337/120.9272236,-1
14.3576337/120.9272236,2
14.5134816/120.9988804,1
14.5134816/120.9988804,-2
7.2231394/125.5462989,-1
11.2028176/125.4296279,2
11.201722/122.1762038,1
10.5470262/124.7434968,-2
14.1298955/120.9208041,2
10.5470262/124.7434968,2
10.5470262/124.7434968,2
10.6789404/122.4979499,1
10.0051254/124.9593881,0
11.9394839/124.6675564,2
10.5470262/124.7434968,1
10.2594754/123.7647381,-1
16.0060293/120.2984163,2
9.4212592/121.2824953,0
11.2788582/122.6502488,1
10.6789404/122.4979499,1
10.6789404/122.4979499,1
11.030751/122.9242409,2
14.5620847/121.1413017,0
10.6789404/122.4979499,1
10.6990327/123.0339946,0
11.2788582/122.6502488,2
10.9533981/124.4758848,1
11.3954999/122.9350557,-1
10.4606567/124.7208065,-2
14.5018211/120.9786272,1
14.5018211/120.9786272,2
10.3107867/123.9114563,1
10.4606567/124.7208065,1
11.4899105/122.6771784,2
45.410095/73.972965,2
10.3360323/124.7224949,1
10.6789404/122.4979499,-2
14.2700178/120.9982913,2
14.2700178/120.9982913,1
14.2700178/120.9982913,1
9.0962343/123.5615411,-1
10.2594754/123.7647381,0
14.5438774/120.9416422,1
10.4606567/124.7208065,2
10.2035208/123.9086254,0
10.5470262/124.7434968,1
10.6789404/122.4979499,1
14.3576337/120.9272236,2
6.9590062/125.2148204,1
11.254117/123.0254315,2
10.9533981/124.4758848,1
14.5018211/120.9786272,2
14.5018211/120.9786272,2
14.3532317/120.8840735,1
9.4212592/121.2824953,-2
9.4212592/121.2824953,-2
11.1474093/123.7565237,0
10.5470262/124.7434968,2
14.5018211/120.9786272,2
9.4212592/121.2824953,-2
11.254117/123.0254315,0
25.3535975/51.2694323,1
7.9709107/124.2567037,2
14.3532317/120.8840735,-2
14.7575264/120.7638121,0
10.2594754/123.7647381,2
10.6789404/122.4979499,0
11.1579655/124.6497584,1
14.5893763/120.989705,2
14.3576337/120.9272236,1
6.880958/121.8994113,1
14.3576337/120.9272236,0
15.1120056/120.4977942,-2
15.1120056/120.4977942,2
15.1120056/120.4977942,1
10.3360323/124.7224949,2
10.2343911/123.7722811,-2
14.6473097/120.9208056,0
10.5213415/124.9263823,1
9.4888721/123.6808696,2
10.3107867/123.9114563,2
14.6182442/121.0748367,1
11.7375585/124.6748915,0
13.0279578/123.2803044,-1
14.5438774/120.9416422,2
14.5374952/121.0609126,1
10.5470262/124.7434968,0
10.5470262/124.7434968,0
11.7375585/124.6748915,-1
10.3107867/123.9114563,0
10.9713526/123.945724,0
10.5470262/124.7434968,0
10.5470262/124.7434968,0
10.2594754/123.7647381,-1
10.3360323/124.7224949,-2
11.1808072/124.8960325,-2
11.1808072/124.8960325,1
9.7792788/125.8052295,1
10.2594754/123.7647381,1
